timestamp_ms,last,bid,ask,bid_size,ask_size,volume,bar_volume,bid_depth,ask_depth
1320000,120.3,120.27,120.33,532,427,15128,777,120.27:532|120.26:773,120.33:427|120.34:631
1380000,120.15,120.12,120.18,455,251,15620,492,120.12:455|120.11:649,120.18:251|120.19:507
1440000,120.01,119.98,120.04,206,231,16744,1124,119.98:206|119.97:422,120.04:231|120.05:501
1500000,120.19,120.16,120.22,454,396,17050,306,120.16:454|120.15:597,120.22:396|120.23:495
1560000,120.2,120.17,120.23,545,244,17560,510,120.17:545|120.16:700,120.23:244|120.24:413
1620000,120.38,120.35,120.41,476,330,18634,1074,120.35:476|120.34:635,120.41:330|120.42:507
1680000,120.28,120.25,120.31,533,319,19804,1170,120.25:533|120.24:753,120.31:319|120.32:616
1740000,120.27,120.24,120.3,509,288,20178,374,120.24:509|120.23:616,120.3:288|120.31:454
1800000,120.26,120.23,120.29,319,242,21045,867,120.23:319|120.22:422,120.29:242|120.3:297
1860000,120.08,120.05,120.11,230,531,21665,620,120.05:230|120.04:409,120.11:531|120.12:741
1920000,120.23,120.2,120.26,555,504,22486,821,120.2:555|120.19:769,120.26:504|120.27:650
1980000,120.39,120.36,120.42,401,488,23659,1173,120.36:401|120.35:575,120.42:488|120.43:778
2040000,120.34,120.31,120.37,278,327,24154,495,120.31:278|120.3:353,120.37:327|120.38:531
2100000,120.36,120.33,120.39,576,596,25028,874,120.33:576|120.32:740,120.39:596|120.4:772
2160000,120.31,120.28,120.34,484,260,25585,557,120.28:484|120.27:744,120.34:260|120.35:556
2220000,120.21,120.18,120.24,353,538,26388,803,120.18:353|120.17:543,120.24:538|120.25:803
2280000,120.06,120.03,120.09,514,558,27586,1198,120.03:514|120.02:635,120.09:558|120.1:814
2340000,119.95,119.92,119.98,510,413,28519,933,119.92:510|119.91:679,119.98:413|119.99:501
2400000,119.77,119.74,119.8,502,587,29384,865,119.74:502|119.73:603,119.8:587|119.81:838
2460000,119.76,119.73,119.79,374,321,30440,1056,119.73:374|119.72:583,119.79:321|119.8:519
2520000,119.65,119.62,119.68,242,390,31439,999,119.62:242|119.61:357,119.68:390|119.69:602
2580000,119.81,119.78,119.84,301,354,31939,500,119.78:301|119.77:391,119.84:354|119.85:639
2640000,119.98,119.95,120.01,210,559,32285,346,119.95:210|119.94:437,120.01:559|120.02:696
2700000,120.1,120.07,120.13,347,372,32791,506,120.07:347|120.06:432,120.13:372|120.14:668
2760000,120.27,120.24,120.3,573,402,33105,314,120.24:573|120.23:628,120.3:402|120.31:461
2820000,120.19,120.16,120.22,592,555,33820,715,120.16:592|120.15:723,120.22:555|120.23:640
2880000,120.22,120.19,120.25,397,225,34794,974,120.19:397|120.18:593,120.25:225|120.26:390
2940000,120.17,120.14,120.2,547,264,35384,590,120.14:547|120.13:664,120.2:264|120.21:455
3000000,120.14,120.11,120.17,288,555,35876,492,120.11:288|120.1:404,120.17:555|120.18:810
3060000,120.24,120.21,120.27,539,309,36598,722,120.21:539|120.2:758,120.27:309|120.28:539
3120000,120.39,120.36,120.42,431,522,37657,1059,120.36:431|120.35:541,120.42:522|120.43:645
3180000,120.27,120.24,120.3,211,521,38487,830,120.24:211|120.23:482,120.3:521|120.31:686
3240000,120.35,120.32,120.38,305,478,38806,319,120.32:305|120.31:443,120.38:478|120.39:614
3300000,120.44,120.41,120.47,232,468,39792,986,120.41:232|120.4:465,120.47:468|120.48:747
3360000,120.48,120.45,120.51,370,358,40297,505,120.45:370|120.44:513,120.51:358|120.52:567
3420000,120.4,120.37,120.43,428,503,41390,1093,120.37:428|120.36:676,120.43:503|120.44:650
3480000,120.35,120.32,120.38,395,502,41968,578,120.32:395|120.31:583,120.38:502|120.39:688
3540000,120.23,120.2,120.26,583,244,42645,677,120.2:583|120.19:689,120.26:244|120.27:477
3600000,120.35,120.32,120.38,561,313,43810,1165,120.32:561|120.31:781,120.38:313|120.39:541
3660000,120.22,120.19,120.25,222,582,44363,553,120.19:222|120.18:379,120.25:582|120.26:781
3720000,120.12,120.09,120.15,323,202,44731,368,120.09:323|120.08:623,120.15:202|120.16:466
3780000,119.96,119.93,119.99,238,226,45860,1129,119.93:238|119.92:480,119.99:226|120.0:454
3840000,119.89,119.86,119.92,375,465,46454,594,119.86:375|119.85:477,119.92:465|119.93:744
3900000,119.8,119.77,119.83,211,573,47127,673,119.77:211|119.76:489,119.83:573|119.84:853
3960000,119.89,119.86,119.92,321,231,47631,504,119.86:321|119.85:458,119.92:231|119.93:420
4020000,119.86,119.83,119.89,467,302,48453,822,119.83:467|119.82:604,119.89:302|119.9:566
4080000,119.72,119.69,119.75,385,527,49649,1196,119.69:385|119.68:600,119.75:527|119.76:695
4140000,119.53,119.5,119.56,277,207,50070,421,119.5:277|119.49:363,119.56:207|119.57:414
4200000,119.73,119.7,119.76,320,422,51228,1158,119.7:320|119.69:496,119.76:422|119.77:612
4260000,119.77,119.74,119.8,330,539,51902,674,119.74:330|119.73:456,119.8:539|119.81:761
4320000,119.76,119.73,119.79,269,215,52541,639,119.73:269|119.72:561,119.79:215|119.8:358
4380000,119.92,119.89,119.95,495,307,53203,662,119.89:495|119.88:670,119.95:307|119.96:571
4440000,119.74,119.71,119.77,231,464,54107,904,119.71:231|119.7:514,119.77:464|119.78:648
4500000,119.71,119.68,119.74,444,443,54565,458,119.68:444|119.67:654,119.74:443|119.75:554
4560000,119.86,119.83,119.89,265,398,55653,1088,119.83:265|119.82:385,119.89:398|119.9:481
4620000,119.87,119.84,119.9,589,599,56312,659,119.84:589|119.83:858,119.9:599|119.91:885
4680000,119.69,119.66,119.72,243,342,57040,728,119.66:243|119.65:463,119.72:342|119.73:408
4740000,119.87,119.84,119.9,377,290,57508,468,119.84:377|119.83:486,119.9:290|119.91:473
4800000,119.96,119.93,119.99,255,232,58689,1181,119.93:255|119.92:533,119.99:232|120.0:372
4860000,120.1,120.07,120.13,212,239,59063,374,120.07:212|120.06:401,120.13:239|120.14:354
4920000,120.16,120.13,120.19,562,349,59794,731,120.13:562|120.12:743,120.19:349|120.2:452
4980000,120.36,120.33,120.39,233,414,60988,1194,120.33:233|120.32:448,120.39:414|120.4:541
5040000,120.16,120.13,120.19,485,410,61533,545,120.13:485|120.12:633,120.19:410|120.2:520
5100000,119.99,119.96,120.02,504,275,61838,305,119.96:504|119.95:684,120.02:275|120.03:410
5160000,119.95,119.92,119.98,286,226,62475,637,119.92:286|119.91:436,119.98:226|119.99:480
5220000,119.97,119.94,120.0,327,502,63135,660,119.94:327|119.93:456,120.0:502|120.01:592
5280000,119.92,119.89,119.95,212,268,63700,565,119.89:212|119.88:403,119.95:268|119.96:349
5340000,119.8,119.77,119.83,383,535,64729,1029,119.77:383|119.76:584,119.83:535|119.84:821
5400000,119.84,119.81,119.87,297,251,65300,571,119.81:297|119.8:521,119.87:251|119.88:335
