timestamp_ms,last,bid,ask,bid_size,ask_size,volume,bar_volume,bid_depth,ask_depth
3540000,99.97,99.96,99.99,494,683,34958,619,99.96:494|99.95:734,99.99:683|100.0:922
3600000,100.04,100.03,100.06,530,624,35564,606,100.03:530|100.02:674,100.06:624|100.07:791
3660000,100.08,100.07,100.1,670,739,35945,381,100.07:670|100.06:780,100.1:739|100.11:996
3720000,100.13,100.12,100.15,461,447,36716,771,100.12:461|100.11:624,100.15:447|100.16:594
3780000,100.14,100.13,100.16,645,840,37509,793,100.13:645|100.12:721,100.16:840|100.17:993
3840000,100.15,100.14,100.17,569,718,38182,673,100.14:569|100.13:753,100.17:718|100.18:919
3900000,100.14,100.13,100.16,635,745,38803,621,100.13:635|100.12:734,100.16:745|100.17:875
3960000,100.09,100.08,100.11,845,686,39267,464,100.08:845|100.07:952,100.11:686|100.12:903
4020000,100.07,100.06,100.09,881,695,39869,602,100.06:881|100.05:1121,100.09:695|100.1:750
4080000,100.06,100.05,100.08,712,771,40475,606,100.05:712|100.04:967,100.08:771|100.09:1068
4140000,100.14,100.13,100.16,849,704,40874,399,100.13:849|100.12:921,100.16:704|100.17:772
4200000,100.13,100.12,100.15,658,548,41124,250,100.12:658|100.11:938,100.15:548|100.16:796
4260000,100.18,100.17,100.2,888,489,41880,756,100.17:888|100.16:1001,100.2:489|100.21:586
4320000,100.18,100.17,100.2,864,731,42313,433,100.17:864|100.16:1084,100.2:731|100.21:983
4380000,100.2,100.19,100.22,530,497,42865,552,100.19:530|100.18:811,100.22:497|100.23:759
4440000,100.07,100.06,100.09,634,682,43454,589,100.06:634|100.05:765,100.09:682|100.1:736
4500000,99.97,99.96,99.99,457,633,44023,569,99.96:457|99.95:695,99.99:633|100.0:816
4560000,99.92,99.91,99.94,608,662,44785,762,99.91:608|99.9:816,99.94:662|99.95:857
4620000,99.87,99.86,99.89,571,775,45583,798,99.86:571|99.85:622,99.89:775|99.9:1064
4680000,99.92,99.91,99.94,459,520,46374,791,99.91:459|99.9:556,99.94:520|99.95:740
4740000,100.0,99.99,100.02,496,571,47099,725,99.99:496|99.98:682,100.02:571|100.03:674
4800000,99.94,99.93,99.96,845,574,47708,609,99.93:845|99.92:995,99.96:574|99.97:850
4860000,99.91,99.9,99.93,698,640,48034,326,99.9:698|99.89:895,99.93:640|99.94:696
4920000,99.97,99.96,99.99,677,884,48400,366,99.96:677|99.95:781,99.99:884|100.0:984
4980000,99.9,99.89,99.92,427,411,49132,732,99.89:427|99.88:679,99.92:411|99.93:550
5040000,99.88,99.87,99.9,782,659,49665,533,99.87:782|99.86:865,99.9:659|99.91:858
5100000,99.89,99.88,99.91,415,550,50061,396,99.88:415|99.87:491,99.91:550|99.92:638
5160000,99.82,99.81,99.84,728,571,50523,462,99.81:728|99.8:836,99.84:571|99.85:845
5220000,99.84,99.83,99.86,729,742,50989,466,99.83:729|99.82:912,99.86:742|99.87:798
5280000,99.85,99.84,99.87,695,427,51684,695,99.84:695|99.83:984,99.87:427|99.88:662
5340000,99.95,99.94,99.97,491,708,52108,424,99.94:491|99.93:672,99.97:708|99.98:976
5400000,100.0,99.99,100.02,660,498,52482,374,99.99:660|99.98:730,100.02:498|100.03:727
